Date,Day,Time,Junction_N,Speed_N,Northbound_from,Northbound_to,Information_N,Junction_S,Speed_S,Southbound_from,Southbound_to,Information_S
19-02-2023,Sunday,19:00:00,J29-J29A,70,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,69,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
19-02-2023,Sunday,19:00:00,J28-J29,68,Mansfield,Chesterfield/Mansfield,,J29-J28,68,Chesterfield/Mansfield,Mansfield,
19-02-2023,Sunday,19:00:00,J27-J28,68,Mansfield,Mansfield,,J28-J27,68,Mansfield,Mansfield,
19-02-2023,Sunday,19:00:00,J26-J27,68,Nottingham,Mansfield,,J27-J26,70,Mansfield,Nottingham,
19-02-2023,Sunday,19:00:00,J25-J26,67,Nottingham/Derby,Nottingham,,J26-J25,68,Nottingham,Nottingham/Derby,
19-02-2023,Sunday,19:00:00,J24A-J25,67,Derby,Nottingham/Derby,,J25-J24A,68,Nottingham/Derby,Derby,
19-02-2023,Sunday,19:00:00,J24-J24A,70,Derby,Derby,,J24A-J24,66,Derby,Derby,
19-02-2023,Sunday,19:00:00,J23A-J24,68,Nottingham/EastMidsAirport,Derby,,J24-J23A,63,Derby,Nottingham/EastMidsAirport,
19-02-2023,Sunday,19:00:00,J23-J23A,68,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,67,Nottingham/EastMidsAirport,Loughborough,
19-02-2023,Sunday,19:00:00,J22-J23,70,Coalville/Leicester,Loughborough,,J23-J22,64,Loughborough,Coalville/Leicester,
19-02-2023,Sunday,19:00:00,J21A-J22,70,Leicester,Coalville/Leicester,,J22-J21A,69,Coalville/Leicester,Leicester,
19-02-2023,Sunday,19:00:00,J21-J21A,66,Leicester,Leicester,,J21A-J21,64,Leicester,Leicester,
19-02-2023,Sunday,19:00:00,J20-J21,70,Lutterworth/Rugby,Leicester,,J21-J20,67,Leicester,Lutterworth/Rugby,
19-02-2023,Sunday,19:00:00,J19-J20,70,Birmingham,Lutterworth/Rugby,,J20-J19,66,Lutterworth/Rugby,Birmingham,
19-02-2023,Sunday,19:00:00,J18-J19,70,Rugby,Birmingham,,J19-J18,66,Birmingham,Rugby,
19-02-2023,Sunday,19:00:00,J17-J18,68,Coventry,Rugby,,J18-J17,66,Rugby,Coventry,
19-02-2023,Sunday,19:00:00,J16-J17,66,Northampton,Coventry,,J17-J16,27,Coventry,Northampton,Congestion
19-02-2023,Sunday,19:00:00,J15A-J16,60,Northampton,Northampton,Unconfirmed Roadwork,J16-J15A,53,Northampton,Northampton,
19-02-2023,Sunday,19:00:00,J15-J15A,59,Northampton,Northampton,,J15A-J15,58,Northampton,Northampton,
19-02-2023,Sunday,19:00:00,J14-J15,64,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,62,Northampton,MiltonKeynes,
19-02-2023,Sunday,19:00:00,J13-J14,66,MiltonKeynes,MiltonKeynes,Unconfirmed Roadwork,J14-J13,22,MiltonKeynes,MiltonKeynes,Congestion
19-02-2023,Sunday,19:00:00,J12-J13,56,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,49,MiltonKeynes,Flitwick,Unconfirmed Roadwork
19-02-2023,Sunday,19:00:00,J11A-J12,63,Dunstable,Flitwick,,J12-J11A,55,Flitwick,Dunstable,
19-02-2023,Sunday,19:00:00,J11-J11A,59,Luton,Dunstable,,J11A-J11,55,Dunstable,Luton,
19-02-2023,Sunday,19:00:00,J10-J11,39,LutonAirport,Luton,Incident,J11-J10,53,Luton,LutonAirport,
19-02-2023,Sunday,19:00:00,J9-J10,40,Dunstable,LutonAirport,,J10-J9,45,LutonAirport,Dunstable,
19-02-2023,Sunday,19:00:00,J8-J9,28,HemelHempstead,Dunstable,Congestion,J9-J8,49,Dunstable,HemelHempstead,
19-02-2023,Sunday,19:00:00,J7-J8,52,LimitedAccess,HemelHempstead,,J8-J7,55,HemelHempstead,LimitedAccess,
19-02-2023,Sunday,19:00:00,J6A-J7,54,LimitedAccess,LimitedAccess,,J7-J6A,43,LimitedAccess,LimitedAccess,
19-02-2023,Sunday,19:00:00,J6-J6A,61,StAlbans,LimitedAccess,,J6A-J6,68,LimitedAccess,StAlbans,
19-02-2023,Sunday,19:00:00,J5-J6,66,Watford,StAlbans,,J6-J5,64,StAlbans,Watford,
19-02-2023,Sunday,19:00:00,J4-J5,66,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,61,Watford,LimitedAccess,
19-02-2023,Sunday,19:00:00,J2-J4,65,LimitedAccess,LimitedAccess,,J4-J2,68,LimitedAccess,LimitedAccess,
19-02-2023,Sunday,19:00:00,J1-J2,69,BrentCross,LimitedAccess,,J2-J1,56,LimitedAccess,BrentCross,
20-02-2023,Monday,10:00:00,J47-J48,61,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
20-02-2023,Monday,10:00:00,J46-J47,65,Leeds,Garforth/A1(M)Interchange,,J47-J46,68,Garforth/A1(M)Interchange,Leeds,
20-02-2023,Monday,10:00:00,J45-J46,65,LimitedAccess,Leeds,,J46-J45,68,Leeds,LimitedAccess,
20-02-2023,Monday,10:00:00,J43|44-J45,62,Leeds,LimitedAccess,,J45-J43|44,64,LimitedAccess,Leeds,
20-02-2023,Monday,10:00:00,J42-J43|44,55,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,49,Leeds,Manchester/Hull,Unconfirmed Roadwork
20-02-2023,Monday,10:00:00,J41-J42,28,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,63,Manchester/Hull,Wakefield,Unconfirmed Roadwork
20-02-2023,Monday,10:00:00,J40-J41,25,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,69,Wakefield,Dewsbury/Wakefield,Unconfirmed Roadwork
20-02-2023,Monday,10:00:00,J39-J40,64,Wakefield,Dewsbury/Wakefield,,J40-J39,70,Dewsbury/Wakefield,Wakefield,
20-02-2023,Monday,10:00:00,J38-J39,65,Huddersfield,Wakefield,,J39-J38,69,Wakefield,Huddersfield,
20-02-2023,Monday,10:00:00,J37-J38,70,Barnsley,Huddersfield,,J38-J37,65,Huddersfield,Barnsley,
20-02-2023,Monday,10:00:00,J36-J37,70,Barnsley,Barnsley,,J37-J36,69,Barnsley,Barnsley,
20-02-2023,Monday,10:00:00,J35A-J36,70,Chapeltown,Barnsley,,J36-J35A,67,Barnsley,Chapeltown,Unconfirmed Roadwork
20-02-2023,Monday,10:00:00,J35-J35A,68,Sheffield/Rotherham,Chapeltown,,J35A-J35,68,Chapeltown,Sheffield/Rotherham,Unconfirmed Roadwork
20-02-2023,Monday,10:00:00,J34-J35,68,Sheffield/Rotherham,Sheffield/Rotherham,Unconfirmed Roadwork,J35-J34,66,Sheffield/Rotherham,Sheffield/Rotherham,
20-02-2023,Monday,10:00:00,J33-J34,62,SheffieldAirport/Rotherham,Sheffield/Rotherham,Unconfirmed Roadwork,J34-J33,62,Sheffield/Rotherham,SheffieldAirport/Rotherham,
20-02-2023,Monday,10:00:00,J32-J33,62,Doncaster,SheffieldAirport/Rotherham,,J33-J32,63,SheffieldAirport/Rotherham,Doncaster,
20-02-2023,Monday,10:00:00,J31-J32,66,Sheffield,Doncaster,,J32-J31,62,Doncaster,Sheffield,
20-02-2023,Monday,10:00:00,J30-J31,68,Sheffield,Sheffield,,J31-J30,66,Sheffield,Sheffield,
20-02-2023,Monday,10:00:00,J29A-J30,69,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,68,Sheffield,Chesterfield(E)/Bolsover,
20-02-2023,Monday,10:00:00,J29-J29A,68,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,67,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
20-02-2023,Monday,10:00:00,J28-J29,70,Mansfield,Chesterfield/Mansfield,,J29-J28,68,Chesterfield/Mansfield,Mansfield,
20-02-2023,Monday,10:00:00,J27-J28,70,Mansfield,Mansfield,,J28-J27,68,Mansfield,Mansfield,
20-02-2023,Monday,10:00:00,J26-J27,69,Nottingham,Mansfield,,J27-J26,66,Mansfield,Nottingham,
20-02-2023,Monday,10:00:00,J25-J26,67,Nottingham/Derby,Nottingham,,J26-J25,68,Nottingham,Nottingham/Derby,
20-02-2023,Monday,10:00:00,J24A-J25,67,Derby,Nottingham/Derby,,J25-J24A,70,Nottingham/Derby,Derby,
20-02-2023,Monday,10:00:00,J24-J24A,68,Derby,Derby,,J24A-J24,67,Derby,Derby,
20-02-2023,Monday,10:00:00,J23A-J24,66,Nottingham/EastMidsAirport,Derby,,J24-J23A,65,Derby,Nottingham/EastMidsAirport,
20-02-2023,Monday,10:00:00,J23-J23A,66,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,67,Nottingham/EastMidsAirport,Loughborough,
20-02-2023,Monday,10:00:00,J22-J23,69,Coalville/Leicester,Loughborough,,J23-J22,64,Loughborough,Coalville/Leicester,
20-02-2023,Monday,10:00:00,J21A-J22,64,Leicester,Coalville/Leicester,,J22-J21A,70,Coalville/Leicester,Leicester,
20-02-2023,Monday,10:00:00,J21-J21A,60,Leicester,Leicester,,J21A-J21,63,Leicester,Leicester,
20-02-2023,Monday,10:00:00,J20-J21,70,Lutterworth/Rugby,Leicester,,J21-J20,70,Leicester,Lutterworth/Rugby,
20-02-2023,Monday,10:00:00,J19-J20,70,Birmingham,Lutterworth/Rugby,,J20-J19,70,Lutterworth/Rugby,Birmingham,
20-02-2023,Monday,10:00:00,J18-J19,70,Rugby,Birmingham,,J19-J18,69,Birmingham,Rugby,
20-02-2023,Monday,10:00:00,J17-J18,68,Coventry,Rugby,,J18-J17,65,Rugby,Coventry,
20-02-2023,Monday,10:00:00,J16-J17,68,Northampton,Coventry,,J17-J16,69,Coventry,Northampton,
20-02-2023,Monday,10:00:00,J15A-J16,62,Northampton,Northampton,Unconfirmed Roadwork,J16-J15A,57,Northampton,Northampton,
20-02-2023,Monday,10:00:00,J15-J15A,62,Northampton,Northampton,,J15A-J15,57,Northampton,Northampton,
20-02-2023,Monday,10:00:00,J14-J15,65,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,63,Northampton,MiltonKeynes,
20-02-2023,Monday,10:00:00,J13-J14,64,MiltonKeynes,MiltonKeynes,Unconfirmed Roadwork,J14-J13,59,MiltonKeynes,MiltonKeynes,
20-02-2023,Monday,10:00:00,J12-J13,57,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,57,MiltonKeynes,Flitwick,Unconfirmed Roadwork
20-02-2023,Monday,10:00:00,J11A-J12,62,Dunstable,Flitwick,,J12-J11A,57,Flitwick,Dunstable,
20-02-2023,Monday,10:00:00,J11-J11A,59,Luton,Dunstable,,J11A-J11,57,Dunstable,Luton,
20-02-2023,Monday,10:00:00,J10-J11,53,LutonAirport,Luton,Incident,J11-J10,60,Luton,LutonAirport,
20-02-2023,Monday,10:00:00,J9-J10,55,Dunstable,LutonAirport,,J10-J9,68,LutonAirport,Dunstable,
20-02-2023,Monday,10:00:00,J8-J9,59,HemelHempstead,Dunstable,Congestion,J9-J8,65,Dunstable,HemelHempstead,
20-02-2023,Monday,10:00:00,J7-J8,60,LimitedAccess,HemelHempstead,,J8-J7,59,HemelHempstead,LimitedAccess,
20-02-2023,Monday,10:00:00,J6A-J7,60,LimitedAccess,LimitedAccess,,J7-J6A,66,LimitedAccess,LimitedAccess,
20-02-2023,Monday,10:00:00,J6-J6A,60,StAlbans,LimitedAccess,,J6A-J6,70,LimitedAccess,StAlbans,
20-02-2023,Monday,10:00:00,J5-J6,65,Watford,StAlbans,,J6-J5,68,StAlbans,Watford,
20-02-2023,Monday,10:00:00,J4-J5,70,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,67,Watford,LimitedAccess,
20-02-2023,Monday,10:00:00,J2-J4,68,LimitedAccess,LimitedAccess,,J4-J2,70,LimitedAccess,LimitedAccess,
20-02-2023,Monday,10:00:00,J1-J2,70,BrentCross,LimitedAccess,,J2-J1,55,LimitedAccess,BrentCross,
20-02-2023,Monday,15:00:00,J47-J48,70,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,67,A1(M)Interchange,Garforth/A1(M)Interchange,
20-02-2023,Monday,15:00:00,J46-J47,69,Leeds,Garforth/A1(M)Interchange,,J47-J46,68,Garforth/A1(M)Interchange,Leeds,
20-02-2023,Monday,15:00:00,J45-J46,67,LimitedAccess,Leeds,,J46-J45,69,Leeds,LimitedAccess,
20-02-2023,Monday,15:00:00,J43|44-J45,69,Leeds,LimitedAccess,,J45-J43|44,66,LimitedAccess,Leeds,
20-02-2023,Monday,15:00:00,J42-J43|44,59,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,49,Leeds,Manchester/Hull,Unconfirmed Roadwork
20-02-2023,Monday,15:00:00,J41-J42,52,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,62,Manchester/Hull,Wakefield,Unconfirmed Roadwork
20-02-2023,Monday,15:00:00,J40-J41,66,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,65,Wakefield,Dewsbury/Wakefield,Unconfirmed Roadwork
20-02-2023,Monday,15:00:00,J39-J40,67,Wakefield,Dewsbury/Wakefield,,J40-J39,70,Dewsbury/Wakefield,Wakefield,
20-02-2023,Monday,15:00:00,J38-J39,69,Huddersfield,Wakefield,,J39-J38,69,Wakefield,Huddersfield,
20-02-2023,Monday,15:00:00,J37-J38,66,Barnsley,Huddersfield,,J38-J37,65,Huddersfield,Barnsley,
20-02-2023,Monday,15:00:00,J36-J37,66,Barnsley,Barnsley,,J37-J36,70,Barnsley,Barnsley,
20-02-2023,Monday,15:00:00,J35A-J36,66,Chapeltown,Barnsley,,J36-J35A,70,Barnsley,Chapeltown,Unconfirmed Roadwork
20-02-2023,Monday,15:00:00,J35-J35A,62,Sheffield/Rotherham,Chapeltown,,J35A-J35,67,Chapeltown,Sheffield/Rotherham,Unconfirmed Roadwork
20-02-2023,Monday,15:00:00,J34-J35,60,Sheffield/Rotherham,Sheffield/Rotherham,Unconfirmed Roadwork,J35-J34,64,Sheffield/Rotherham,Sheffield/Rotherham,
20-02-2023,Monday,15:00:00,J33-J34,57,SheffieldAirport/Rotherham,Sheffield/Rotherham,Unconfirmed Roadwork,J34-J33,59,Sheffield/Rotherham,SheffieldAirport/Rotherham,
20-02-2023,Monday,15:00:00,J32-J33,64,Doncaster,SheffieldAirport/Rotherham,,J33-J32,63,SheffieldAirport/Rotherham,Doncaster,
20-02-2023,Monday,15:00:00,J31-J32,64,Sheffield,Doncaster,,J32-J31,68,Doncaster,Sheffield,
20-02-2023,Monday,15:00:00,J30-J31,69,Sheffield,Sheffield,,J31-J30,70,Sheffield,Sheffield,
20-02-2023,Monday,15:00:00,J29A-J30,65,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,65,Sheffield,Chesterfield(E)/Bolsover,
20-02-2023,Monday,15:00:00,J29-J29A,64,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,69,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
20-02-2023,Monday,15:00:00,J28-J29,66,Mansfield,Chesterfield/Mansfield,,J29-J28,69,Chesterfield/Mansfield,Mansfield,
20-02-2023,Monday,15:00:00,J27-J28,69,Mansfield,Mansfield,,J28-J27,68,Mansfield,Mansfield,
20-02-2023,Monday,15:00:00,J26-J27,68,Nottingham,Mansfield,,J27-J26,65,Mansfield,Nottingham,
20-02-2023,Monday,15:00:00,J25-J26,65,Nottingham/Derby,Nottingham,,J26-J25,67,Nottingham,Nottingham/Derby,
20-02-2023,Monday,15:00:00,J24A-J25,63,Derby,Nottingham/Derby,,J25-J24A,65,Nottingham/Derby,Derby,
20-02-2023,Monday,15:00:00,J24-J24A,66,Derby,Derby,,J24A-J24,64,Derby,Derby,
20-02-2023,Monday,15:00:00,J23A-J24,68,Nottingham/EastMidsAirport,Derby,,J24-J23A,60,Derby,Nottingham/EastMidsAirport,
20-02-2023,Monday,15:00:00,J23-J23A,66,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,66,Nottingham/EastMidsAirport,Loughborough,
20-02-2023,Monday,15:00:00,J22-J23,68,Coalville/Leicester,Loughborough,,J23-J22,64,Loughborough,Coalville/Leicester,
20-02-2023,Monday,15:00:00,J21A-J22,65,Leicester,Coalville/Leicester,,J22-J21A,61,Coalville/Leicester,Leicester,
20-02-2023,Monday,15:00:00,J21-J21A,60,Leicester,Leicester,,J21A-J21,57,Leicester,Leicester,
20-02-2023,Monday,15:00:00,J20-J21,67,Lutterworth/Rugby,Leicester,,J21-J20,67,Leicester,Lutterworth/Rugby,
20-02-2023,Monday,15:00:00,J19-J20,63,Birmingham,Lutterworth/Rugby,,J20-J19,70,Lutterworth/Rugby,Birmingham,
20-02-2023,Monday,15:00:00,J18-J19,60,Rugby,Birmingham,,J19-J18,68,Birmingham,Rugby,
20-02-2023,Monday,15:00:00,J17-J18,64,Coventry,Rugby,,J18-J17,67,Rugby,Coventry,
20-02-2023,Monday,15:00:00,J16-J17,61,Northampton,Coventry,,J17-J16,66,Coventry,Northampton,
20-02-2023,Monday,15:00:00,J15A-J16,56,Northampton,Northampton,Unconfirmed Roadwork,J16-J15A,59,Northampton,Northampton,
20-02-2023,Monday,15:00:00,J15-J15A,56,Northampton,Northampton,,J15A-J15,57,Northampton,Northampton,
20-02-2023,Monday,15:00:00,J14-J15,60,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,63,Northampton,MiltonKeynes,
20-02-2023,Monday,15:00:00,J13-J14,64,MiltonKeynes,MiltonKeynes,Unconfirmed Roadwork,J14-J13,63,MiltonKeynes,MiltonKeynes,
20-02-2023,Monday,15:00:00,J12-J13,58,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,58,MiltonKeynes,Flitwick,Unconfirmed Roadwork
20-02-2023,Monday,15:00:00,J11A-J12,60,Dunstable,Flitwick,,J12-J11A,15,Flitwick,Dunstable,Congestion
20-02-2023,Monday,15:00:00,J11-J11A,60,Luton,Dunstable,,J11A-J11,56,Dunstable,Luton,
20-02-2023,Monday,15:00:00,J10-J11,56,LutonAirport,Luton,Incident,J11-J10,59,Luton,LutonAirport,
20-02-2023,Monday,15:00:00,J9-J10,63,Dunstable,LutonAirport,,J10-J9,68,LutonAirport,Dunstable,
20-02-2023,Monday,15:00:00,J8-J9,40,HemelHempstead,Dunstable,Congestion,J9-J8,63,Dunstable,HemelHempstead,
20-02-2023,Monday,15:00:00,J7-J8,54,LimitedAccess,HemelHempstead,,J8-J7,50,HemelHempstead,LimitedAccess,
20-02-2023,Monday,15:00:00,J6A-J7,62,LimitedAccess,LimitedAccess,,J7-J6A,58,LimitedAccess,LimitedAccess,
20-02-2023,Monday,15:00:00,J6-J6A,54,StAlbans,LimitedAccess,,J6A-J6,70,LimitedAccess,StAlbans,
20-02-2023,Monday,15:00:00,J5-J6,59,Watford,StAlbans,,J6-J5,67,StAlbans,Watford,
20-02-2023,Monday,15:00:00,J4-J5,67,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,69,Watford,LimitedAccess,
20-02-2023,Monday,15:00:00,J2-J4,66,LimitedAccess,LimitedAccess,,J4-J2,69,LimitedAccess,LimitedAccess,
20-02-2023,Monday,15:00:00,J1-J2,67,BrentCross,LimitedAccess,,J2-J1,61,LimitedAccess,BrentCross,
20-02-2023,Monday,19:00:00,J47-J48,70,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
20-02-2023,Monday,19:00:00,J46-J47,68,Leeds,Garforth/A1(M)Interchange,,J47-J46,7,Garforth/A1(M)Interchange,Leeds,
20-02-2023,Monday,19:00:00,J45-J46,66,LimitedAccess,Leeds,,J46-J45,69,Leeds,LimitedAccess,
20-02-2023,Monday,19:00:00,J43|44-J45,68,Leeds,LimitedAccess,,J45-J43|44,58,LimitedAccess,Leeds,
20-02-2023,Monday,19:00:00,J42-J43|44,58,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,37,Leeds,Manchester/Hull,Unconfirmed Roadwork
20-02-2023,Monday,19:00:00,J41-J42,38,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,61,Manchester/Hull,Wakefield,Unconfirmed Roadwork
20-02-2023,Monday,19:00:00,J40-J41,52,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,64,Wakefield,Dewsbury/Wakefield,Unconfirmed Roadwork
20-02-2023,Monday,19:00:00,J39-J40,66,Wakefield,Dewsbury/Wakefield,,J40-J39,64,Dewsbury/Wakefield,Wakefield,
20-02-2023,Monday,19:00:00,J38-J39,67,Huddersfield,Wakefield,,J39-J38,67,Wakefield,Huddersfield,
20-02-2023,Monday,19:00:00,J37-J38,67,Barnsley,Huddersfield,,J38-J37,65,Huddersfield,Barnsley,
20-02-2023,Monday,19:00:00,J36-J37,67,Barnsley,Barnsley,,J37-J36,67,Barnsley,Barnsley,
20-02-2023,Monday,19:00:00,J35A-J36,68,Chapeltown,Barnsley,,J36-J35A,67,Barnsley,Chapeltown,Unconfirmed Roadwork
20-02-2023,Monday,19:00:00,J35-J35A,68,Sheffield/Rotherham,Chapeltown,,J35A-J35,66,Chapeltown,Sheffield/Rotherham,Unconfirmed Roadwork
20-02-2023,Monday,19:00:00,J34-J35,66,Sheffield/Rotherham,Sheffield/Rotherham,Unconfirmed Roadwork,J35-J34,63,Sheffield/Rotherham,Sheffield/Rotherham,
20-02-2023,Monday,19:00:00,J33-J34,61,SheffieldAirport/Rotherham,Sheffield/Rotherham,Unconfirmed Roadwork,J34-J33,61,Sheffield/Rotherham,SheffieldAirport/Rotherham,
20-02-2023,Monday,19:00:00,J32-J33,63,Doncaster,SheffieldAirport/Rotherham,,J33-J32,64,SheffieldAirport/Rotherham,Doncaster,
20-02-2023,Monday,19:00:00,J31-J32,65,Sheffield,Doncaster,,J32-J31,64,Doncaster,Sheffield,
20-02-2023,Monday,19:00:00,J30-J31,69,Sheffield,Sheffield,,J31-J30,66,Sheffield,Sheffield,
20-02-2023,Monday,19:00:00,J29A-J30,68,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,67,Sheffield,Chesterfield(E)/Bolsover,
20-02-2023,Monday,19:00:00,J29-J29A,70,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,67,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
20-02-2023,Monday,19:00:00,J28-J29,67,Mansfield,Chesterfield/Mansfield,,J29-J28,64,Chesterfield/Mansfield,Mansfield,
20-02-2023,Monday,19:00:00,J27-J28,65,Mansfield,Mansfield,,J28-J27,63,Mansfield,Mansfield,
20-02-2023,Monday,19:00:00,J26-J27,68,Nottingham,Mansfield,,J27-J26,68,Mansfield,Nottingham,
20-02-2023,Monday,19:00:00,J25-J26,66,Nottingham/Derby,Nottingham,,J26-J25,66,Nottingham,Nottingham/Derby,
20-02-2023,Monday,19:00:00,J24A-J25,67,Derby,Nottingham/Derby,,J25-J24A,66,Nottingham/Derby,Derby,
20-02-2023,Monday,19:00:00,J24-J24A,70,Derby,Derby,,J24A-J24,64,Derby,Derby,
20-02-2023,Monday,19:00:00,J23A-J24,65,Nottingham/EastMidsAirport,Derby,,J24-J23A,63,Derby,Nottingham/EastMidsAirport,
20-02-2023,Monday,19:00:00,J23-J23A,66,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,64,Nottingham/EastMidsAirport,Loughborough,
20-02-2023,Monday,19:00:00,J22-J23,69,Coalville/Leicester,Loughborough,,J23-J22,66,Loughborough,Coalville/Leicester,
20-02-2023,Monday,19:00:00,J21A-J22,65,Leicester,Coalville/Leicester,,J22-J21A,67,Coalville/Leicester,Leicester,
20-02-2023,Monday,19:00:00,J21-J21A,58,Leicester,Leicester,,J21A-J21,55,Leicester,Leicester,
20-02-2023,Monday,19:00:00,J20-J21,66,Lutterworth/Rugby,Leicester,,J21-J20,65,Leicester,Lutterworth/Rugby,
20-02-2023,Monday,19:00:00,J19-J20,70,Birmingham,Lutterworth/Rugby,,J20-J19,67,Lutterworth/Rugby,Birmingham,
20-02-2023,Monday,19:00:00,J18-J19,65,Rugby,Birmingham,,J19-J18,65,Birmingham,Rugby,
20-02-2023,Monday,19:00:00,J17-J18,65,Coventry,Rugby,,J18-J17,70,Rugby,Coventry,
20-02-2023,Monday,19:00:00,J16-J17,67,Northampton,Coventry,,J17-J16,67,Coventry,Northampton,
20-02-2023,Monday,19:00:00,J15A-J16,58,Northampton,Northampton,Unconfirmed Roadwork,J16-J15A,57,Northampton,Northampton,
20-02-2023,Monday,19:00:00,J15-J15A,57,Northampton,Northampton,,J15A-J15,57,Northampton,Northampton,
20-02-2023,Monday,19:00:00,J14-J15,63,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,62,Northampton,MiltonKeynes,
20-02-2023,Monday,19:00:00,J13-J14,64,MiltonKeynes,MiltonKeynes,Unconfirmed Roadwork,J14-J13,39,MiltonKeynes,MiltonKeynes,Congestion
20-02-2023,Monday,19:00:00,J12-J13,58,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,28,MiltonKeynes,Flitwick,Unconfirmed Roadwork/Incident/Congestion
20-02-2023,Monday,19:00:00,J11A-J12,60,Dunstable,Flitwick,,J12-J11A,55,Flitwick,Dunstable,
20-02-2023,Monday,19:00:00,J11-J11A,56,Luton,Dunstable,,J11A-J11,55,Dunstable,Luton,
20-02-2023,Monday,19:00:00,J10-J11,45,LutonAirport,Luton,Incident,J11-J10,55,Luton,LutonAirport,
20-02-2023,Monday,19:00:00,J9-J10,53,Dunstable,LutonAirport,,J10-J9,60,LutonAirport,Dunstable,
20-02-2023,Monday,19:00:00,J8-J9,24,HemelHempstead,Dunstable,Congestion,J9-J8,59,Dunstable,HemelHempstead,
20-02-2023,Monday,19:00:00,J7-J8,20,LimitedAccess,HemelHempstead,,J8-J7,56,HemelHempstead,LimitedAccess,
20-02-2023,Monday,19:00:00,J6A-J7,24,LimitedAccess,LimitedAccess,,J7-J6A,63,LimitedAccess,LimitedAccess,
20-02-2023,Monday,19:00:00,J6-J6A,12,StAlbans,LimitedAccess,,J6A-J6,70,LimitedAccess,StAlbans,
20-02-2023,Monday,19:00:00,J5-J6,47,Watford,StAlbans,,J6-J5,58,StAlbans,Watford,
20-02-2023,Monday,19:00:00,J4-J5,59,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,66,Watford,LimitedAccess,
20-02-2023,Monday,19:00:00,J2-J4,68,LimitedAccess,LimitedAccess,,J4-J2,65,LimitedAccess,LimitedAccess,
20-02-2023,Monday,19:00:00,J1-J2,70,BrentCross,LimitedAccess,,J2-J1,55,LimitedAccess,BrentCross,
21-02-2023,Tuesday,10:00:00,J47-J48,70,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
21-02-2023,Tuesday,10:00:00,J46-J47,69,Leeds,Garforth/A1(M)Interchange,,J47-J46,65,Garforth/A1(M)Interchange,Leeds,
21-02-2023,Tuesday,10:00:00,J45-J46,64,LimitedAccess,Leeds,,J46-J45,65,Leeds,LimitedAccess,
21-02-2023,Tuesday,10:00:00,J43|44-J45,64,Leeds,LimitedAccess,,J45-J43|44,62,LimitedAccess,Leeds,
21-02-2023,Tuesday,10:00:00,J42-J43|44,59,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,52,Leeds,Manchester/Hull,Unconfirmed Roadwork
21-02-2023,Tuesday,10:00:00,J41-J42,29,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,62,Manchester/Hull,Wakefield,Unconfirmed Roadwork
